id,value
id_0,35.26830567671628
id_1,15.980677114416556
id_2,12.044071540964623
id_3,19.46670738414036
id_4,24.48223470623573
id_5,88.30972551021753
id_6,28.255497940037692
id_7,31.355433412617742
id_8,37.33342025288409
id_9,17.38572856839035
id_10,27.674904125903826
id_11,36.37711988583855
id_12,38.25231237987516
id_13,15.666656186046684
id_14,26.43943646325174
id_15,42.7803217865534
id_16,29.015751544051014
id_17,52.84910398211191
id_18,22.804567833940034
id_19,10.2892039117723
id_20,26.928637843132755
id_21,27.553536526705354
id_22,51.184364409664745
id_23,42.46995281345823
id_24,18.692113473015667
id_25,14.862329887829521
id_26,42.689330763359706
id_27,34.46639240382123
id_28,54.75939451540158
id_29,20.55782500193585
id_30,20.620047127364316
id_31,36.841605372949736
id_32,33.21298277482223
id_33,22.58782881560868
id_34,52.384526177870555
id_35,38.8531387412054
id_36,16.78440949976028
id_37,43.86779971849418
id_38,25.511750082269202
id_39,6.095794223492799
id_40,25.734229437807688
id_41,9.578090048938806
id_42,45.07117522954165
id_43,30.7858993517011
id_44,42.72102547171715
id_45,37.421180382715285
id_46,35.73569806677356
id_47,22.459261754464002
id_48,25.32841485972444
id_49,51.592858221898744
id_50,23.551698513819055
id_51,44.46105742127378
id_52,26.397117251199568
id_53,28.689910312899904
id_54,19.0227542492851
id_55,31.16257454113469
id_56,36.733785204254914
id_57,26.11770740920113
id_58,30.736371194072596
id_59,11.398521490577227
id_60,62.43322658195361
id_61,78.35082666323886
id_62,32.97752666791986
id_63,20.865112929337915
id_64,17.110623652093857
id_65,33.25281799180459
id_66,36.344147587433106
id_67,16.583923544446446
id_68,46.51645329038297
id_69,10.644615512537527
id_70,17.40376884971149
id_71,24.733787050908184
id_72,36.92696055757233
id_73,13.691489720399659
id_74,51.468337749500606
id_75,56.03436495599264
id_76,7.456594437970555
id_77,36.832274082107496
id_78,73.76658734433275
id_79,37.87184646632594
id_80,54.71987263804566
id_81,26.487328740288493
id_82,15.712898429114164
id_83,29.98185690414134
id_84,16.449629524198556
id_85,13.206125835960153
id_86,26.886100036743027
id_87,83.23531794335851
id_88,26.304140151898242
id_89,42.18502239912208
id_90,19.315813441782907
id_91,55.431828548495375
id_92,52.45031333890448
id_93,11.434426233974929
id_94,23.988721448369922
id_95,29.690888380123468
id_96,28.71026548244464
id_97,5.30185356344305
id_98,16.847453869247524
id_99,30.821868508532948
id_100,22.220667785037687
id_101,44.05432232856501
id_102,25.971123897666345
id_103,32.50679397068602
id_104,30.123263650704384
id_105,28.72709897062807
id_106,20.878083277613527
id_107,37.94695008208673
id_108,12.520303115241855
id_109,64.17645632329167
id_110,27.671851757666538
id_111,63.07403775981552
id_112,25.087628027544092
id_113,30.856143765302154
id_114,28.04143263948761
id_115,35.67430492121534
id_116,37.26063324372867
id_117,22.368135829730086
id_118,29.378340870829547
id_119,46.62019166301181
id_120,27.737949014557486
id_121,35.74507544664194
id_122,61.23258573580766
id_123,9.039780573296106
id_124,31.44564267937318
id_125,8.020547354582014
id_126,30.323125775238886
id_127,15.018720411810312
id_128,26.395026667678646
id_129,46.4572294545625
id_130,10.1990156353695
id_131,46.60273637440173
id_132,24.68420229784919
id_133,9.712348016765688
id_134,21.23676040636454
id_135,31.766469091214095
id_136,61.43914114673838
id_137,81.48745172718904
id_138,24.929235378645835
id_139,47.408414536719434
id_140,67.6527577630693
id_141,16.23006643576874
id_142,47.27415429647671
id_143,27.69496916119572
id_144,34.84625867262299
id_145,11.901955490221328
id_146,31.016280239935885
id_147,40.74033163198089
id_148,30.203730215021785
id_149,20.615691109878604
id_150,27.182882484954618
id_151,33.877568340755005
id_152,54.202035089664406
id_153,20.897154613752186
id_154,12.792580370089205
id_155,50.719817162452884
id_156,17.095474486902436
id_157,24.368645932884263
id_158,41.365618289870724
id_159,31.156481766184733
id_160,13.934325618567737
id_161,92.75275127851793
id_162,62.93466719729964
id_163,48.77633047314866
id_164,35.513358413927776
id_165,30.763682878784177
id_166,44.88195925083932
id_167,50.01900863383051
id_168,14.22794964403271
id_169,30.66239392554236
id_170,28.09122147007132
id_171,26.445449872322104
id_172,31.587720694288492
id_173,42.26294445058639
id_174,75.30768428799063
id_175,46.981359984920125
id_176,20.55163116665819
id_177,32.068611212280516
id_178,61.49939211629395
id_179,30.07466795054077
id_180,17.039253336882005
id_181,39.509974175609436
id_182,19.04683981906617
id_183,43.75157286277317
id_184,19.724452924405497
id_185,40.84931761320333
id_186,34.05538500890155
id_187,41.78208989600968
id_188,62.65352190987078
id_189,50.91154236413534
id_190,11.540818295570206
