id,value
id_0,35.3970569192056
id_1,13.71720090171545
id_2,27.51830842023001
id_3,23.549114008512124
id_4,51.14323288143208
id_5,25.490830295143642
id_6,36.4258794516386
id_7,29.970245792553673
id_8,24.71014711608261
id_9,18.11645097591142
id_10,36.76632662797931
id_11,10.800693552933698
id_12,70.02732807300829
id_13,36.02258760870492
id_14,28.846764505791473
id_15,71.93353679537701
id_16,23.594700207448344
id_17,27.666509431872225
id_18,30.43400444481335
id_19,38.31779574594304
id_20,37.67834418543151
id_21,21.674876950492738
id_22,30.315026952013035
id_23,49.418994426947926
id_24,39.901307876249604
id_25,25.63595966950283
id_26,33.14014434761664
id_27,71.85613508816508
id_28,8.463505189492983
id_29,37.384144130170604
id_30,4.754347134950565
id_31,32.16729138122073
id_32,16.793123804567934
id_33,26.447172404742044
id_34,49.884413956426066
id_35,16.198000326663955
id_36,9.892611414609908
id_37,51.567497771797754
id_38,20.867525900861878
id_39,5.503761651855902
id_40,22.624246495323337
id_41,31.89249303857852
id_42,68.75927694632571
id_43,90.22313254910593
id_44,27.439814601515025
id_45,51.29004009316479
id_46,26.36046627601215
id_47,73.34270222138127
id_48,14.606419404806203
id_49,39.04728218588123
id_50,26.20155845806001
id_51,31.81310680708643
id_52,12.063102717136157
id_53,28.723144143681903
id_54,44.83867824986646
id_55,28.189442836444336
id_56,17.456665761903587
id_57,41.88565382784774
id_58,33.23393080243626
id_59,39.08285794035133
id_60,57.1849199359804
id_61,23.15401932770556
id_62,11.350157114219689
id_63,54.7289933963522
id_64,16.310175785518137
id_65,24.110789089545165
id_66,45.047982642877834
id_67,26.750649093826276
id_68,29.533549437907677
id_69,15.311132842551356
id_70,99.5293858028438
id_71,61.924385989778315
id_72,53.43229907289843
id_73,39.01914028094262
id_74,35.976288902591065
id_75,60.387537743358976
id_76,53.47003867188512
id_77,11.947763184932498
id_78,28.571426172055737
id_79,61.86525508828997
id_80,28.67337969388557
id_81,28.96584552497894
id_82,31.870600868280835
id_83,42.03344854950636
id_84,89.52701633524161
id_85,50.94663108560794
id_86,21.436783250576788
id_87,33.045589239010965
id_88,51.43440707479308
id_89,26.679070210521726
id_90,21.2960131970823
id_91,12.499547368166501
id_92,36.224922546219325
id_93,25.501623664917293
id_94,35.97231539217309
id_95,17.576828796173793
id_96,43.58579089545668
id_97,35.57389120993517
id_98,44.13333331593089
id_99,68.01697419724587
id_100,58.484624684594664
id_101,7.696464412989766
id_102,8.588544975749866
id_103,24.48966097494923
id_104,21.212053370611933
id_105,30.148721777453048
id_106,26.08618820301511
id_107,16.03726057842899
id_108,12.186578117572225
id_109,15.812188343372984
id_110,24.11815639350794
id_111,15.352939417020295
id_112,10.139937019447185
id_113,31.47428112337325
id_114,10.091920375680782
id_115,26.294160134144114
